"","Abramis.brama","Acipenser.ruthenus","Alburnoides.bipunctatus","Alburnus.alburnus","Alosa.alosa","Alosa.fallax","Ambloplites.rupestris","Anguilla.anguilla","Aspius.aspius","Atherina.presbyter","Ballerus.sapa","Barbatula.barbatula","Barbus.barbus","Barbus.meridionalis","Benthophiloides.brauneri","Blicca.bjoerkna","Carassius.carassius","Chondrostoma.nasus","Cobitis.elongatoides","Cobitis.taenia","Coregonus.lavaretus","Coregonus.maraena","Coregonus.oxyrinchus","Coregonus.peled","Cottus.gobio","Cottus.poecilopus","Ctenopharyngodon.idella","Cyprinus.carpio","Dicentrarchus.labrax","Esox.lucius","Eudontomyzon.mariae","Gasterosteus.aculeatus","Gobio.gobio","Gymnocephalus.baloni","Gymnocephalus.cernua","Gymnocephalus.schraetser","Hucho.hucho","Hypophthalmichthys.molitrix","Knipowitschia.caucasica","Lampetra.fluviatilis","Lampetra.planeri","Lepomis.gibbosus","Leucaspius.delineatus","Leuciscus.idus","Leuciscus.leuciscus","Lota.lota","Misgurnus.fossilis","Mugil.cephalus","Neogobius.fluviatilis","Neogobius.gymnotrachelus","Neogobius.kessleri","Neogobius.melanostomus","Oncorhynchus.mykiss","Osmerus.eperlanus","Pelecus.cultratus","Perca.fluviatilis","Petromyzon.marinus","Phoxinus.phoxinus","Platichthys.flesus","Pleuronectes.platessa","Proterorhinus.semilunaris","Pseudorasbora.parva","Pungitius.pungitius","Rhodeus.amarus","Rutilus.pigus","Rutilus.rutilus","Sabanejewia.aurata","Sabanejewia.balcanica","Salmo.salar","Salmo.trutta.fario","Salmo.trutta.lacustris","Salmo.trutta.trutta","Salvelinus.alpinus","Salvelinus.fontinalis","Sander.lucioperca","Sander.volgensis","Scardinius.erythrophthalmus","Silurus.glanis","Squalius.cephalus","Syngnathus.abaster","Thymallus.thymallus","Tinca.tinca","Umbra.pygmaea","Vimba.vimba","Zingel.asper","Zingel.streber","Zingel.zingel"
"1233_ofb",0,0,13,1,0,0,0,9,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"1234_ofb",0,0,187,42,0,0,0,3,0,0,0,0,251,0,0,4,0,105,0,0,0,0,0,0,2,0,0,0,0,3,0,0,15,0,1,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,6,0,585,0,0,0,13,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1235_ofb",114,0,46,41,0,0,0,11,0,0,0,0,23,0,0,10,0,18,0,1,0,0,0,0,22,0,0,0,0,11,0,0,52,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,422,0,0,0,0,4,1,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"1236_ofb",0,0,61,31,0,0,0,6,0,0,0,0,33,0,0,38,0,9,0,0,0,0,0,0,7,0,0,0,0,11,0,0,34,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,76,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0
"1237_ofb",23,0,105,45,0,0,0,6,0,0,0,0,32,0,0,9,0,3,0,0,0,0,0,0,9,0,0,0,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,198,0,0,0,0,5,4,0,6,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0
"1238_ofb",1,0,54,135,0,0,0,7,0,0,0,0,54,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,47,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,0,73,0,0,0,1,0,10,0,108,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0
"1239_ofb",0,0,37,0,0,0,0,12,0,0,0,0,8,0,0,3,0,0,0,2,0,0,0,0,5,0,0,1,0,24,0,0,10,0,0,0,0,0,0,0,0,5,0,0,10,2,0,0,0,0,0,0,0,0,0,10,0,190,0,0,0,1,2,2,0,72,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,2,0,0,0,0,0
"124_ofb",0,0,10,1,0,0,0,22,0,0,0,0,57,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,304,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1240_ofb",0,0,28,6,0,0,0,5,0,0,0,0,14,0,0,2,0,10,0,0,0,0,0,0,4,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,0,104,0,0,0,6,0,16,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
"1241_ofb",0,0,46,2,0,0,0,11,0,0,0,0,28,0,0,12,0,24,0,0,0,0,0,0,7,0,0,0,0,1,0,0,35,0,1,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,14,0,347,0,0,0,20,1,30,0,70,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0
"1242_ofb",0,0,32,5,0,0,0,1,0,0,0,0,1,0,0,9,0,3,0,0,0,0,0,0,6,0,0,0,0,19,0,0,1,0,2,0,0,0,0,0,0,6,0,0,10,1,0,0,0,0,0,0,0,0,0,5,0,137,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"1243_ofb",0,0,4,1,0,0,0,11,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,17,0,0,18,0,0,0,0,0,0,0,0,2,0,0,16,1,0,0,0,0,0,0,0,0,0,1,0,299,0,0,0,0,4,5,0,59,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,0,0,0,0
"1244_ofb",0,0,25,12,0,0,0,12,0,0,0,0,19,0,0,2,0,6,0,0,0,0,0,0,5,0,0,0,0,3,0,0,48,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,250,0,0,0,0,6,9,0,70,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,0,0,0,0
"1245_ofb",0,0,32,21,0,0,0,10,0,0,0,0,27,0,0,0,0,42,0,0,0,0,0,0,3,0,0,0,0,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,77,0,0,0,0,0,7,0,29,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0
"1246_ofb",0,0,191,44,0,0,0,8,0,0,0,0,68,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,8,0,62,0,0,0,1,2,4,0,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1247_ofb",0,0,314,45,0,0,0,13,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,17,0,0,17,0,1,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,17,0,86,0,0,0,0,0,2,0,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
"1248_ofb",0,0,185,12,0,0,0,11,0,0,0,0,85,0,0,7,0,25,0,0,0,0,0,0,7,0,0,0,0,7,0,0,106,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,126,0,0,0,1,0,23,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1249_ofb",0,0,121,3,0,0,0,10,0,0,0,0,48,0,0,4,0,101,0,0,0,0,0,0,0,0,0,0,0,10,0,0,44,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,4,0,39,0,0,0,0,0,160,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
"125_ofb",0,0,2,0,0,0,0,9,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1250_ofb",0,0,46,12,0,0,0,5,0,0,0,0,12,0,0,3,0,14,0,2,0,0,0,0,0,0,0,0,0,2,0,0,47,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,4,0,192,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
"1251_ofb",0,0,73,42,0,0,0,4,0,0,0,0,72,0,0,9,1,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,237,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,19,0,57,0,0,0,9,0,222,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1252_ofb",0,0,175,10,0,0,0,13,0,0,0,0,90,0,0,25,1,2,0,4,0,0,0,0,0,0,0,0,0,5,0,0,76,0,0,0,0,0,0,0,0,1,0,0,30,8,0,0,0,0,0,0,0,0,0,10,0,45,0,0,0,23,2,266,0,134,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
"1253_ofb",0,0,63,23,0,0,0,1,0,0,0,0,68,0,0,10,1,1,0,9,0,0,0,0,4,0,0,0,0,11,0,0,88,0,0,0,0,0,0,0,0,2,0,0,43,7,0,0,0,0,0,0,0,0,0,8,0,76,0,0,0,0,2,65,0,20,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"1254_ofb",0,0,32,25,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,10,0,51,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
"1255_ofb",0,0,30,60,0,0,0,5,0,0,0,0,20,0,0,10,1,9,0,1,0,0,0,0,3,0,0,0,0,19,0,1,9,0,0,0,0,0,0,0,0,1,0,0,76,6,0,0,0,0,0,0,0,0,0,1,0,110,0,0,0,0,0,68,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1256_ofb",0,0,4,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,27,0,0,0,0,2,8,0,29,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0
"1257_ofb",0,0,6,26,0,0,0,2,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,19,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,6,0,53,0,0,0,0,1,24,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"1258_ofb",0,0,1,11,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,4,0,0,0,0,35,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,1,23,0,49,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"1259_ofb",0,0,23,1,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,24,0,0,5,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,7,0,47,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
"126_ofb",0,0,0,304,0,0,0,0,0,0,0,0,76,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,671,0,0,0,2,0,7,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"1260_ofb",1,0,7,16,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,4,0,54,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"1261_ofb",0,0,2,4,0,0,0,9,0,0,0,0,10,0,0,4,2,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,63,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,11,0,51,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1262_ofb",0,0,20,11,0,0,0,10,0,0,0,0,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1263_ofb",0,0,6,15,0,0,0,2,0,0,0,0,4,0,0,15,0,1,0,0,0,0,0,0,2,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1264_ofb",0,0,0,38,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,29,0,0,0,0,0,0,0,0,2,0,0,9,6,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1265_ofb",0,0,25,61,0,0,0,9,0,0,0,0,1,0,0,4,0,11,0,0,0,0,0,0,4,0,0,0,0,62,0,0,2,0,0,0,0,0,0,0,0,4,0,0,12,8,0,0,0,0,0,0,0,0,0,9,0,87,0,0,0,0,1,0,0,98,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"1266_ofb",5,0,20,93,0,0,0,14,0,0,0,0,4,0,0,9,0,26,0,0,0,0,0,0,0,0,0,0,0,23,0,0,29,0,0,0,0,0,0,0,0,3,0,0,39,3,0,0,0,0,0,0,0,0,0,10,0,77,0,0,0,0,0,1,0,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1267_ofb",0,0,21,71,0,0,0,25,0,0,0,0,10,0,0,7,0,20,0,1,0,0,0,0,1,0,0,0,0,21,0,0,74,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,22,0,97,0,0,0,0,0,0,0,127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1268_ofb",3,0,17,1,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,6,0,0,0,0,8,0,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,34,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,2,0,0,0,0,0
"1269_ofb",1,0,0,2,0,0,0,4,0,0,0,0,8,0,0,3,0,13,0,0,0,0,0,0,10,0,0,0,0,20,0,0,6,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,10,0,21,0,0,0,0,0,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"127_ofb",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,2,0,1,0,0,0,1,0,0,0,97,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"1270_ofb",0,0,40,122,0,0,0,1,0,0,0,0,83,0,0,6,0,11,0,3,0,0,0,0,6,0,0,0,0,2,0,0,49,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,206,0,0,0,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"1271_ofb",0,0,7,5,0,0,0,6,0,0,0,0,10,0,0,1,0,1,0,2,0,0,0,0,6,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,63,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0
"1272_ofb",0,0,35,10,0,0,0,4,0,0,0,0,16,0,0,6,0,5,0,2,0,0,0,0,34,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,192,0,0,0,0,3,2,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"1273_ofb",12,0,0,564,0,0,0,28,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,7,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"1274_ofb",1,0,0,313,0,0,0,20,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,167,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"1275_ofb",3,0,0,142,0,0,0,27,0,0,0,0,4,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,25,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1276_ofb",3,0,0,85,0,0,0,3,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1277_ofb",0,0,0,11,0,0,0,41,0,0,0,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,3,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1278_ofb",9,0,0,127,0,0,0,18,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,12,0,134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"1279_ofb",4,0,0,65,0,0,0,13,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"128_ofb",1,0,2,11,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1280_ofb",3,0,0,158,0,0,0,12,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1281_ofb",0,0,0,69,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1282_ofb",4,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,1,0,63,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,16,0,0,0,0,0
"1283_ofb",2,0,0,26,0,0,0,33,0,0,0,0,5,0,0,0,1,111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,164,0,1293,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0
"1284_ofb",1,0,0,56,0,0,0,23,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1285_ofb",1,0,0,4,0,0,0,41,0,0,0,0,1,0,0,7,0,7,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"1286_ofb",8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
"1287_ofb",1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1288_ofb",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"1289_ofb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"129_ofb",0,0,28,56,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1290_ofb",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1291_ofb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,87,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1292_ofb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,1,0,0,0,0,0
"1293_ofb",0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1294_ofb",0,0,169,193,0,0,0,2,0,0,0,0,11,0,0,10,0,5,0,5,0,0,0,0,3,0,0,0,0,2,0,0,48,0,3,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,23,0,65,0,0,0,0,0,19,0,38,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0
"1295_ofb",2,0,8,4,0,0,0,2,0,0,0,0,1,0,0,19,0,21,0,3,0,0,0,0,1,0,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1296_ofb",1,0,5,19,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,285,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0
"1297_ofb",0,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,33,0,0,0,0,0,55,0,18,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
